order_id,order_date,customer_id,product_id,province,category,channel,payment_id,payment_method,payment_status,quantity,unit_price,discount,net_sales,source_file
ORD000176,2026-01-21 02:49:00,C0120,P025,ขอนแก่น,Accessory,Mobile App,PAY000176,Credit Card,PAID,2,27195.0,0.0,54390.0,orders_2026_01.csv
ORD000177,2026-01-04 02:29:00,C0015,P027,ภูเก็ต,Smartphone,Mobile App,PAY000177,Credit Card,PAID,2,23310.0,0.05,44289.0,orders_2026_01.csv
ORD000178,2026-01-26 22:57:00,C0127,P028,ภูเก็ต,Smartphone,Mobile App,PAY000178,Bank Transfer,PAID,4,299.0,0.0,1196.0,orders_2026_01.csv
ORD000180,2026-01-06 14:27:00,C0026,P021,เชียงใหม่,Smart Home,Marketplace,PAY000180,Bank Transfer,PAID,1,23310.0,0.0,23310.0,orders_2026_01.csv
ORD000181,2026-01-17 22:36:00,C0078,P007,ระยอง,Notebook,Mobile App,PAY000181,PromptPay,PAID,1,25900.0,0.0,25900.0,orders_2026_01.csv
ORD000182,2026-01-19 01:42:00,C0135,P025,กรุงเทพมหานคร,Accessory,Mobile App,PAY000182,Credit Card,PAID,1,23310.0,0.0,23310.0,orders_2026_01.csv
ORD000183,2026-01-11 14:35:00,C0044,P038,กรุงเทพมหานคร,Smartphone,Web,PAY000183,PromptPay,PAID,3,11610.0,0.0,34830.0,orders_2026_01.csv
ORD000184,2026-01-17 11:36:00,C0154,P019,เชียงใหม่,Smartphone,Web,PAY000184,PromptPay,PAID,4,3790.5,0.0,15162.0,orders_2026_01.csv
ORD000185,2026-01-08 11:35:00,C0140,P028,ภูเก็ต,Smartphone,Mobile App,PAY000185,Credit Card,PAID,4,269.1,0.1,968.76,orders_2026_01.csv
ORD000187,2026-01-22 17:38:00,C0092,P039,กรุงเทพมหานคร,Notebook,Marketplace,PAY000187,Credit Card,PAID,2,990.0,0.0,1980.0,orders_2026_01.csv
ORD000188,2026-01-22 03:20:00,C0047,P031,ระยอง,Smart Home,Marketplace,PAY000188,Credit Card,PAID,4,1490.0,0.05,5662.0,orders_2026_01.csv
ORD000190,2026-01-28 04:14:00,C0129,P025,กรุงเทพมหานคร,Accessory,Marketplace,PAY000190,PromptPay,PAID,4,27195.0,0.0,108780.0,orders_2026_01.csv
ORD000191,2026-01-17 08:52:00,C0011,P023,ชลบุรี,Accessory,Mobile App,PAY000191,PromptPay,PAID,1,299.0,0.0,299.0,orders_2026_01.csv
ORD000192,2026-01-13 01:30:00,C0101,P039,ภูเก็ต,Notebook,Web,PAY000192,Bank Transfer,PAID,1,1039.5,0.0,1039.5,orders_2026_01.csv
ORD000193,2026-01-18 00:15:00,C0052,P005,ระยอง,Smartphone,Mobile App,PAY000193,Credit Card,PAID,2,299.0,0.1,538.2,orders_2026_01.csv
ORD000194,2026-01-22 00:46:00,C0113,P001,ระยอง,Notebook,Marketplace,PAY000194,Bank Transfer,PAID,1,299.0,0.1,269.1,orders_2026_01.csv
ORD000195,2026-01-11 22:27:00,C0094,P014,ขอนแก่น,Notebook,Mobile App,PAY000195,Bank Transfer,PAID,2,990.0,0.0,1980.0,orders_2026_01.csv
ORD000196,2026-01-20 08:53:00,C0132,P007,ชลบุรี,Notebook,Web,PAY000196,PromptPay,PAID,1,25900.0,0.1,23310.0,orders_2026_01.csv
ORD000197,2026-01-06 22:25:00,C0099,P002,ขอนแก่น,Smartphone,Web,PAY000197,Credit Card,PAID,1,1415.5,0.05,1344.72,orders_2026_01.csv
ORD000198,2026-01-22 16:13:00,C0040,P012,กรุงเทพมหานคร,Accessory,Marketplace,PAY000198,Bank Transfer,PAID,4,990.0,0.1,3564.0,orders_2026_01.csv
ORD000200,2026-01-01 14:06:00,C0097,P004,เชียงใหม่,Smart Home,Mobile App,PAY000200,PromptPay,PAID,2,1341.0,0.0,2682.0,orders_2026_01.csv
ORD000201,2026-01-22 12:04:00,C0059,P022,ระยอง,Accessory,Marketplace,PAY000201,PromptPay,PAID,4,449.1,0.0,1796.4,orders_2026_01.csv
ORD000202,2026-01-04 08:21:00,C0019,P027,ระยอง,Smartphone,Web,PAY000202,PromptPay,PAID,2,23310.0,0.05,44289.0,orders_2026_01.csv
ORD000203,2026-01-12 15:24:00,C0083,P025,ขอนแก่น,Accessory,Mobile App,PAY000203,Credit Card,PAID,1,25900.0,0.0,25900.0,orders_2026_01.csv
ORD000204,2026-01-06 00:39:00,C0131,P036,ระยอง,Notebook,Mobile App,PAY000204,Credit Card,PAID,2,313.95,0.0,627.9,orders_2026_01.csv
ORD000206,2026-01-06 21:44:00,C0008,P023,ขอนแก่น,Accessory,Web,PAY000206,PromptPay,PAID,4,269.1,0.0,1076.4,orders_2026_01.csv
ORD000207,2026-01-11 04:13:00,C0052,P001,ระยอง,Notebook,Marketplace,PAY000207,PromptPay,PAID,1,313.95,0.0,313.95,orders_2026_01.csv
ORD000208,2026-01-25 17:56:00,C0024,P037,กรุงเทพมหานคร,Smart Home,Web,PAY000208,PromptPay,PAID,4,23310.0,0.1,83916.0,orders_2026_01.csv
ORD000209,2026-01-14 02:39:00,C0067,P006,ชลบุรี,Accessory,Marketplace,PAY000209,PromptPay,PAID,1,284.05,0.0,284.05,orders_2026_01.csv
ORD000210,2026-01-26 09:51:00,C0013,P009,เชียงใหม่,Notebook,Mobile App,PAY000210,Credit Card,PAID,1,299.0,0.0,299.0,orders_2026_01.csv
ORD000211,2026-01-24 08:11:00,C0066,P022,ระยอง,Accessory,Web,PAY000211,Credit Card,PAID,2,499.0,0.05,948.1,orders_2026_01.csv
ORD000212,2026-01-10 23:01:00,C0071,P001,ชลบุรี,Notebook,Marketplace,PAY000212,Credit Card,PAID,2,284.05,0.1,511.29,orders_2026_01.csv
ORD000213,2026-01-17 11:40:00,C0025,P021,ชลบุรี,Smart Home,Marketplace,PAY000213,PromptPay,PAID,1,25900.0,0.0,25900.0,orders_2026_01.csv
ORD000214,2026-01-09 14:42:00,C0014,P019,ขอนแก่น,Smartphone,Web,PAY000214,Credit Card,PAID,2,3990.0,0.0,7980.0,orders_2026_01.csv
ORD000215,2026-01-21 10:20:00,C0040,P036,กรุงเทพมหานคร,Notebook,Web,PAY000215,PromptPay,PAID,2,299.0,0.05,568.1,orders_2026_01.csv
ORD000216,2026-01-28 05:31:00,C0024,P033,กรุงเทพมหานคร,Smart Home,Marketplace,PAY000216,Credit Card,PAID,1,12255.0,0.0,12255.0,orders_2026_01.csv
ORD000218,2026-01-01 18:45:00,C0072,P020,เชียงใหม่,Smart Home,Mobile App,PAY000218,Bank Transfer,PAID,3,474.05,0.1,1279.94,orders_2026_01.csv
ORD000219,2026-01-10 09:38:00,C0081,P021,ขอนแก่น,Smart Home,Web,PAY000219,Bank Transfer,PAID,1,27195.0,0.0,27195.0,orders_2026_01.csv
ORD000220,2026-01-12 20:20:00,C0135,P037,กรุงเทพมหานคร,Smart Home,Marketplace,PAY000220,Credit Card,PAID,1,24605.0,0.0,24605.0,orders_2026_01.csv
ORD000221,2026-01-25 21:10:00,C0157,P008,ระยอง,Accessory,Marketplace,PAY000221,Credit Card,PAID,4,523.95,0.05,1991.01,orders_2026_01.csv
ORD000222,2026-01-23 20:37:00,C0109,P027,กรุงเทพมหานคร,Smartphone,Mobile App,PAY000222,Credit Card,PAID,1,24605.0,0.1,22144.5,orders_2026_01.csv
ORD000223,2026-01-17 01:11:00,C0051,P014,เชียงใหม่,Notebook,Marketplace,PAY000223,PromptPay,PAID,2,940.5,0.0,1881.0,orders_2026_01.csv
ORD000224,2026-01-14 21:18:00,C0012,P031,ขอนแก่น,Smart Home,Web,PAY000224,PromptPay,PAID,1,1490.0,0.0,1490.0,orders_2026_01.csv
ORD000225,2026-01-16 05:19:00,C0135,P025,กรุงเทพมหานคร,Accessory,Mobile App,PAY000225,PromptPay,PAID,1,23310.0,0.05,22144.5,orders_2026_01.csv
ORD000226,2026-01-08 17:35:00,C0064,P003,ขอนแก่น,Smartphone,Mobile App,PAY000226,Credit Card,PAID,3,23310.0,0.0,69930.0,orders_2026_01.csv
ORD000227,2026-01-02 17:13:00,C0007,P016,กรุงเทพมหานคร,Accessory,Marketplace,PAY000227,Bank Transfer,PAID,1,1490.0,0.0,1490.0,orders_2026_01.csv
ORD000228,2026-01-17 20:14:00,C0053,P028,ระยอง,Smartphone,Web,PAY000228,Credit Card,PAID,3,299.0,0.0,897.0,orders_2026_01.csv
ORD000229,2026-01-08 13:18:00,C0008,P017,ขอนแก่น,Smartphone,Mobile App,PAY000229,Bank Transfer,PAID,2,940.5,0.0,1881.0,orders_2026_01.csv
ORD000230,2026-01-19 20:00:00,C0160,P015,กรุงเทพมหานคร,Notebook,Web,PAY000230,PromptPay,PAID,4,299.0,0.1,1076.4,orders_2026_01.csv
ORD000231,2026-01-11 10:24:00,C0033,P038,ระยอง,Smartphone,Web,PAY000231,Credit Card,PAID,1,12900.0,0.0,12900.0,orders_2026_01.csv
ORD000232,2026-01-08 03:01:00,C0004,P008,กรุงเทพมหานคร,Accessory,Marketplace,PAY000232,PromptPay,PAID,1,499.0,0.05,474.05,orders_2026_01.csv
ORD000233,2026-01-18 08:14:00,C0085,P007,กรุงเทพมหานคร,Notebook,Marketplace,PAY000233,PromptPay,PAID,2,25900.0,0.0,51800.0,orders_2026_01.csv
ORD000234,2026-01-06 03:24:00,C0025,P026,ชลบุรี,Smart Home,Marketplace,PAY000234,Bank Transfer,PAID,2,12900.0,0.0,25800.0,orders_2026_01.csv
ORD000235,2026-01-12 09:30:00,C0087,P030,กรุงเทพมหานคร,Smartphone,Marketplace,PAY000235,PromptPay,PAID,3,499.0,0.0,1497.0,orders_2026_01.csv
ORD000236,2026-01-19 05:22:00,C0068,P027,ขอนแก่น,Smartphone,Marketplace,PAY000236,Bank Transfer,PAID,1,23310.0,0.05,22144.5,orders_2026_01.csv
ORD000237,2026-01-17 04:02:00,C0020,P030,ขอนแก่น,Smartphone,Web,PAY000237,Bank Transfer,PAID,3,523.95,0.1,1414.67,orders_2026_01.csv
ORD000238,2026-01-10 23:15:00,C0140,P034,ภูเก็ต,Accessory,Marketplace,PAY000238,Bank Transfer,PAID,2,313.95,0.0,627.9,orders_2026_01.csv
ORD000239,2026-01-27 08:24:00,C0044,P004,กรุงเทพมหานคร,Smart Home,Marketplace,PAY000239,Credit Card,PAID,2,1490.0,0.0,2980.0,orders_2026_01.csv
ORD000240,2026-01-01 04:54:00,C0091,P018,ชลบุรี,Smartphone,Mobile App,PAY000240,PromptPay,PAID,1,3990.0,0.0,3990.0,orders_2026_01.csv
ORD000241,2026-01-24 06:52:00,C0003,P026,ขอนแก่น,Smart Home,Web,PAY000241,Credit Card,PAID,3,12255.0,0.0,36765.0,orders_2026_01.csv
ORD000242,2026-01-08 00:54:00,C0106,P016,ภูเก็ต,Accessory,Web,PAY000242,Credit Card,PAID,2,1490.0,0.0,2980.0,orders_2026_01.csv
ORD000243,2026-01-19 16:38:00,C0129,P013,กรุงเทพมหานคร,Smart Home,Mobile App,PAY000243,Bank Transfer,PAID,3,499.0,0.1,1347.3,orders_2026_01.csv
ORD000244,2026-01-16 14:15:00,C0153,P029,ขอนแก่น,Notebook,Web,PAY000244,PromptPay,PAID,2,3990.0,0.05,7581.0,orders_2026_01.csv
ORD000245,2026-01-11 05:18:00,C0058,P031,ระยอง,Smart Home,Web,PAY000245,Credit Card,PAID,1,1415.5,0.1,1273.95,orders_2026_01.csv
ORD000246,2026-01-12 03:50:00,C0107,P028,ระยอง,Smartphone,Mobile App,PAY000246,Bank Transfer,PAID,1,269.1,0.05,255.64,orders_2026_01.csv
ORD000247,2026-01-20 00:13:00,C0025,P029,ชลบุรี,Notebook,Web,PAY000247,PromptPay,PAID,2,4189.5,0.05,7960.05,orders_2026_01.csv
ORD000248,2026-01-14 08:37:00,C0144,P009,ภูเก็ต,Notebook,Mobile App,PAY000248,PromptPay,PAID,1,284.05,0.0,284.05,orders_2026_01.csv
ORD000249,2026-01-04 01:05:00,C0121,P008,กรุงเทพมหานคร,Accessory,Web,PAY000249,Credit Card,PAID,3,499.0,0.0,1497.0,orders_2026_01.csv
ORD000250,2026-01-20 22:06:00,C0160,P039,กรุงเทพมหานคร,Notebook,Web,PAY000250,Credit Card,PAID,3,891.0,0.05,2539.35,orders_2026_01.csv
ORD000251,2026-01-10 23:16:00,C0014,P010,ขอนแก่น,Smart Home,Web,PAY000251,Bank Transfer,PAID,3,891.0,0.1,2405.7,orders_2026_01.csv
ORD000252,2026-01-12 07:49:00,C0068,P020,ขอนแก่น,Smart Home,Web,PAY000252,Credit Card,PAID,1,449.1,0.1,404.19,orders_2026_01.csv
ORD000253,2026-01-05 12:14:00,C0139,P029,ระยอง,Notebook,Marketplace,PAY000253,Bank Transfer,PAID,4,3990.0,0.1,14364.0,orders_2026_01.csv
ORD000254,2026-01-02 14:40:00,C0030,P012,ชลบุรี,Accessory,Mobile App,PAY000254,Bank Transfer,PAID,2,990.0,0.0,1980.0,orders_2026_01.csv
ORD000255,2026-01-26 05:45:00,C0090,P010,เชียงใหม่,Smart Home,Mobile App,PAY000255,PromptPay,PAID,2,940.5,0.0,1881.0,orders_2026_01.csv
ORD000257,2026-01-15 04:48:00,C0016,P014,ชลบุรี,Notebook,Mobile App,PAY000257,Credit Card,PAID,1,990.0,0.05,940.5,orders_2026_01.csv
ORD000258,2026-01-02 00:35:00,C0050,P002,เชียงใหม่,Smartphone,Web,PAY000258,PromptPay,PAID,4,1490.0,0.0,5960.0,orders_2026_01.csv
ORD000259,2026-01-18 01:24:00,C0102,P039,ระยอง,Notebook,Marketplace,PAY000259,PromptPay,PAID,3,1039.5,0.1,2806.65,orders_2026_01.csv
ORD000260,2026-01-06 12:56:00,C0151,P029,ชลบุรี,Notebook,Marketplace,PAY000260,Bank Transfer,PAID,4,4189.5,0.1,15082.2,orders_2026_01.csv
ORD000261,2026-01-19 00:17:00,C0037,P032,ภูเก็ต,Notebook,Web,PAY000261,Credit Card,PAID,1,25900.0,0.0,25900.0,orders_2026_01.csv
ORD000263,2026-01-21 09:23:00,C0019,P019,ระยอง,Smartphone,Mobile App,PAY000263,Bank Transfer,PAID,2,3990.0,0.1,7182.0,orders_2026_01.csv
ORD000264,2026-01-15 23:38:00,C0110,P018,เชียงใหม่,Smartphone,Mobile App,PAY000264,Bank Transfer,PAID,2,3990.0,0.1,7182.0,orders_2026_01.csv
ORD000265,2026-01-25 21:34:00,C0116,P031,ระยอง,Smart Home,Web,PAY000265,PromptPay,PAID,2,1490.0,0.05,2831.0,orders_2026_01.csv
ORD000268,2026-01-13 08:12:00,C0045,P018,เชียงใหม่,Smartphone,Mobile App,PAY000268,Credit Card,PAID,3,3591.0,0.0,10773.0,orders_2026_01.csv
ORD000269,2026-01-16 02:11:00,C0115,P012,ระยอง,Accessory,Marketplace,PAY000269,Bank Transfer,PAID,4,1039.5,0.0,4158.0,orders_2026_01.csv
ORD000270,2026-01-12 19:00:00,C0087,P030,กรุงเทพมหานคร,Smartphone,Web,PAY000270,Bank Transfer,PAID,3,449.1,0.05,1279.94,orders_2026_01.csv
ORD000271,2026-01-07 11:25:00,C0091,P035,ชลบุรี,Accessory,Web,PAY000271,Credit Card,PAID,2,23310.0,0.0,46620.0,orders_2026_01.csv
ORD000272,2026-01-19 03:26:00,C0159,P038,ภูเก็ต,Smartphone,Mobile App,PAY000272,Credit Card,PAID,1,13545.0,0.0,13545.0,orders_2026_01.csv
ORD000273,2026-01-12 05:23:00,C0008,P005,ขอนแก่น,Smartphone,Mobile App,PAY000273,Credit Card,PAID,1,269.1,0.0,269.1,orders_2026_01.csv
ORD000274,2026-01-10 19:46:00,C0157,P028,ระยอง,Smartphone,Web,PAY000274,PromptPay,PAID,2,299.0,0.0,598.0,orders_2026_01.csv
ORD000275,2026-01-28 07:37:00,C0031,P032,กรุงเทพมหานคร,Notebook,Mobile App,PAY000275,Bank Transfer,PAID,1,23310.0,0.0,23310.0,orders_2026_01.csv
ORD000277,2026-01-08 09:08:00,C0007,P009,กรุงเทพมหานคร,Notebook,Marketplace,PAY000277,Bank Transfer,PAID,3,299.0,0.0,897.0,orders_2026_01.csv
ORD000278,2026-01-09 23:49:00,C0002,P015,ชลบุรี,Notebook,Marketplace,PAY000278,Credit Card,PAID,2,313.95,0.0,627.9,orders_2026_01.csv
ORD000279,2026-01-21 01:07:00,C0004,P040,กรุงเทพมหานคร,Accessory,Mobile App,PAY000279,PromptPay,PAID,2,3990.0,0.0,7980.0,orders_2026_01.csv
ORD000280,2026-01-27 03:52:00,C0101,P004,ภูเก็ต,Smart Home,Web,PAY000280,Credit Card,PAID,2,1490.0,0.05,2831.0,orders_2026_01.csv
ORD000281,2026-01-04 23:47:00,C0099,P011,ขอนแก่น,Accessory,Mobile App,PAY000281,Bank Transfer,PAID,1,23310.0,0.0,23310.0,orders_2026_01.csv
ORD000282,2026-01-18 02:19:00,C0137,P026,ภูเก็ต,Smart Home,Marketplace,PAY000282,PromptPay,PAID,1,12900.0,0.0,12900.0,orders_2026_01.csv
ORD000283,2026-01-05 22:30:00,C0078,P010,ระยอง,Smart Home,Web,PAY000283,PromptPay,PAID,2,1039.5,0.0,2079.0,orders_2026_01.csv
ORD000284,2026-01-07 09:47:00,C0115,P035,ระยอง,Accessory,Web,PAY000284,PromptPay,PAID,3,25900.0,0.0,77700.0,orders_2026_01.csv
ORD000286,2026-01-25 11:47:00,C0106,P027,ภูเก็ต,Smartphone,Marketplace,PAY000286,PromptPay,PAID,2,25900.0,0.05,49210.0,orders_2026_01.csv
ORD000287,2026-01-17 00:04:00,C0074,P026,ขอนแก่น,Smart Home,Marketplace,PAY000287,Bank Transfer,PAID,1,12255.0,0.0,12255.0,orders_2026_01.csv
ORD000288,2026-01-07 04:21:00,C0005,P029,ระยอง,Notebook,Marketplace,PAY000288,PromptPay,PAID,3,3990.0,0.0,11970.0,orders_2026_01.csv
ORD000289,2026-01-15 09:31:00,C0083,P029,ขอนแก่น,Notebook,Marketplace,PAY000289,Bank Transfer,PAID,3,3790.5,0.0,11371.5,orders_2026_01.csv
ORD000290,2026-01-12 13:01:00,C0038,P034,ชลบุรี,Accessory,Web,PAY000290,Credit Card,PAID,4,299.0,0.0,1196.0,orders_2026_01.csv
ORD000291,2026-01-27 10:12:00,C0158,P036,เชียงใหม่,Notebook,Mobile App,PAY000291,PromptPay,PAID,3,299.0,0.1,807.3,orders_2026_01.csv
ORD000292,2026-01-24 12:23:00,C0130,P013,ภูเก็ต,Smart Home,Mobile App,PAY000292,Bank Transfer,PAID,1,474.05,0.05,450.35,orders_2026_01.csv
ORD000293,2026-01-12 19:17:00,C0048,P037,กรุงเทพมหานคร,Smart Home,Web,PAY000293,PromptPay,PAID,3,24605.0,0.0,73815.0,orders_2026_01.csv
ORD000295,2026-01-04 05:04:00,C0054,P036,กรุงเทพมหานคร,Notebook,Mobile App,PAY000295,PromptPay,PAID,2,313.95,0.1,565.11,orders_2026_01.csv
ORD000296,2026-01-16 06:57:00,C0104,P036,ระยอง,Notebook,Marketplace,PAY000296,Bank Transfer,PAID,1,284.05,0.0,284.05,orders_2026_01.csv
ORD000297,2026-01-15 13:14:00,C0123,P019,ระยอง,Smartphone,Mobile App,PAY000297,PromptPay,PAID,2,3990.0,0.05,7581.0,orders_2026_01.csv
ORD000298,2026-01-27 17:42:00,C0122,P039,ขอนแก่น,Notebook,Marketplace,PAY000298,Credit Card,PAID,2,891.0,0.1,1603.8,orders_2026_01.csv
ORD000299,2026-01-02 22:35:00,C0009,P021,ภูเก็ต,Smart Home,Web,PAY000299,Bank Transfer,PAID,3,24605.0,0.1,66433.5,orders_2026_01.csv
ORD000300,2026-01-20 05:53:00,C0138,P009,กรุงเทพมหานคร,Notebook,Web,PAY000300,PromptPay,PAID,2,269.1,0.1,484.38,orders_2026_01.csv
ORD000301,2026-01-12 08:38:00,C0013,P040,เชียงใหม่,Accessory,Marketplace,PAY000301,Bank Transfer,PAID,4,3990.0,0.0,15960.0,orders_2026_01.csv
ORD000302,2026-01-02 04:34:00,C0081,P026,ขอนแก่น,Smart Home,Mobile App,PAY000302,PromptPay,PAID,1,11610.0,0.05,11029.5,orders_2026_01.csv
ORD000303,2026-01-20 15:52:00,C0101,P026,ภูเก็ต,Smart Home,Marketplace,PAY000303,PromptPay,PAID,4,12900.0,0.0,51600.0,orders_2026_01.csv
ORD000304,2026-01-04 19:27:00,C0147,P009,ชลบุรี,Notebook,Mobile App,PAY000304,Credit Card,PAID,4,313.95,0.0,1255.8,orders_2026_01.csv
ORD000305,2026-01-26 21:33:00,C0116,P030,ระยอง,Smartphone,Web,PAY000305,Credit Card,PAID,1,499.0,0.05,474.05,orders_2026_01.csv
ORD000306,2026-01-22 16:20:00,C0126,P032,เชียงใหม่,Notebook,Mobile App,PAY000306,PromptPay,PAID,1,27195.0,0.0,27195.0,orders_2026_01.csv
ORD000307,2026-01-14 05:12:00,C0109,P039,กรุงเทพมหานคร,Notebook,Web,PAY000307,Credit Card,PAID,3,1039.5,0.0,3118.5,orders_2026_01.csv
ORD000308,2026-01-06 21:33:00,C0019,P037,ระยอง,Smart Home,Marketplace,PAY000308,Credit Card,PAID,4,23310.0,0.0,93240.0,orders_2026_01.csv
ORD000309,2026-01-16 01:10:00,C0081,P015,ขอนแก่น,Notebook,Marketplace,PAY000309,PromptPay,PAID,1,299.0,0.0,299.0,orders_2026_01.csv
ORD000311,2026-01-13 17:06:00,C0144,P032,ภูเก็ต,Notebook,Mobile App,PAY000311,PromptPay,PAID,3,25900.0,0.1,69930.0,orders_2026_01.csv
ORD000312,2026-01-04 13:24:00,C0011,P026,ชลบุรี,Smart Home,Mobile App,PAY000312,PromptPay,PAID,1,12900.0,0.0,12900.0,orders_2026_01.csv
ORD000315,2026-01-21 13:58:00,C0037,P016,ภูเก็ต,Accessory,Marketplace,PAY000315,Bank Transfer,PAID,1,1564.5,0.0,1564.5,orders_2026_01.csv
ORD000316,2026-01-15 06:25:00,C0140,P021,ภูเก็ต,Smart Home,Web,PAY000316,Credit Card,PAID,1,27195.0,0.0,27195.0,orders_2026_01.csv
ORD000317,2026-01-26 07:49:00,C0068,P022,ขอนแก่น,Accessory,Marketplace,PAY000317,Bank Transfer,PAID,1,499.0,0.0,499.0,orders_2026_01.csv
ORD000318,2026-01-04 17:13:00,C0008,P002,ขอนแก่น,Smartphone,Mobile App,PAY000318,Credit Card,PAID,1,1490.0,0.0,1490.0,orders_2026_01.csv
ORD000319,2026-01-28 14:43:00,C0150,P013,เชียงใหม่,Smart Home,Web,PAY000319,Bank Transfer,PAID,1,499.0,0.0,499.0,orders_2026_01.csv
ORD000320,2026-01-05 23:01:00,C0109,P008,กรุงเทพมหานคร,Accessory,Marketplace,PAY000320,Bank Transfer,PAID,1,523.95,0.0,523.95,orders_2026_01.csv
ORD000321,2026-01-04 08:53:00,C0079,P014,ภูเก็ต,Notebook,Mobile App,PAY000321,Bank Transfer,PAID,1,990.0,0.1,891.0,orders_2026_01.csv
ORD000323,2026-01-28 04:05:00,C0151,P032,ชลบุรี,Notebook,Mobile App,PAY000323,Credit Card,PAID,1,25900.0,0.0,25900.0,orders_2026_01.csv
ORD000324,2026-01-13 14:46:00,C0044,P039,กรุงเทพมหานคร,Notebook,Mobile App,PAY000324,Bank Transfer,PAID,3,891.0,0.1,2405.7,orders_2026_01.csv
ORD000325,2026-01-07 06:28:00,C0012,P018,ขอนแก่น,Smartphone,Mobile App,PAY000325,Credit Card,PAID,1,4189.5,0.0,4189.5,orders_2026_01.csv
ORD000327,2026-01-09 08:32:00,C0123,P020,ระยอง,Smart Home,Mobile App,PAY000327,PromptPay,PAID,3,474.05,0.0,1422.15,orders_2026_01.csv
ORD000328,2026-01-23 13:01:00,C0046,P016,ชลบุรี,Accessory,Mobile App,PAY000328,PromptPay,PAID,2,1341.0,0.0,2682.0,orders_2026_01.csv
ORD000329,2026-01-24 00:32:00,C0140,P008,ภูเก็ต,Accessory,Marketplace,PAY000329,Bank Transfer,PAID,1,499.0,0.05,474.05,orders_2026_01.csv
ORD000330,2026-01-12 11:00:00,C0020,P028,ขอนแก่น,Smartphone,Web,PAY000330,PromptPay,PAID,3,269.1,0.0,807.3,orders_2026_01.csv
ORD000331,2026-01-24 02:37:00,C0090,P035,เชียงใหม่,Accessory,Marketplace,PAY000331,Credit Card,PAID,1,24605.0,0.0,24605.0,orders_2026_01.csv
ORD000332,2026-01-23 04:50:00,C0135,P003,กรุงเทพมหานคร,Smartphone,Marketplace,PAY000332,Bank Transfer,PAID,2,25900.0,0.05,49210.0,orders_2026_01.csv
ORD000333,2026-01-20 03:21:00,C0143,P011,เชียงใหม่,Accessory,Web,PAY000333,PromptPay,PAID,2,25900.0,0.0,51800.0,orders_2026_01.csv
ORD000334,2026-01-03 11:55:00,C0090,P021,เชียงใหม่,Smart Home,Mobile App,PAY000334,Credit Card,PAID,1,24605.0,0.1,22144.5,orders_2026_01.csv
ORD000335,2026-01-18 07:01:00,C0114,P019,เชียงใหม่,Smartphone,Web,PAY000335,Bank Transfer,PAID,2,3990.0,0.0,7980.0,orders_2026_01.csv
ORD000336,2026-01-27 00:17:00,C0058,P021,ระยอง,Smart Home,Marketplace,PAY000336,Bank Transfer,PAID,2,24605.0,0.0,49210.0,orders_2026_01.csv
ORD000337,2026-01-16 00:09:00,C0061,P019,ขอนแก่น,Smartphone,Mobile App,PAY000337,Credit Card,PAID,1,3990.0,0.1,3591.0,orders_2026_01.csv
ORD000338,2026-01-27 15:41:00,C0036,P024,กรุงเทพมหานคร,Accessory,Marketplace,PAY000338,Bank Transfer,PAID,2,313.95,0.0,627.9,orders_2026_01.csv
ORD000339,2026-01-24 07:46:00,C0140,P003,ภูเก็ต,Smartphone,Web,PAY000339,PromptPay,PAID,2,24605.0,0.0,49210.0,orders_2026_01.csv
ORD000340,2026-01-21 07:12:00,C0040,P005,กรุงเทพมหานคร,Smartphone,Mobile App,PAY000340,Bank Transfer,PAID,3,313.95,0.0,941.85,orders_2026_01.csv
ORD000341,2026-01-24 01:27:00,C0159,P012,ภูเก็ต,Accessory,Marketplace,PAY000341,Bank Transfer,PAID,1,891.0,0.0,891.0,orders_2026_01.csv
ORD000342,2026-01-26 00:15:00,C0029,P036,ขอนแก่น,Notebook,Web,PAY000342,PromptPay,PAID,3,299.0,0.1,807.3,orders_2026_01.csv
ORD000343,2026-01-24 15:07:00,C0008,P033,ขอนแก่น,Smart Home,Mobile App,PAY000343,PromptPay,PAID,4,12900.0,0.0,51600.0,orders_2026_01.csv
ORD000344,2026-01-03 07:19:00,C0140,P032,ภูเก็ต,Notebook,Marketplace,PAY000344,PromptPay,PAID,4,23310.0,0.0,93240.0,orders_2026_01.csv
ORD000345,2026-01-06 18:55:00,C0129,P012,กรุงเทพมหานคร,Accessory,Web,PAY000345,Bank Transfer,PAID,1,940.5,0.0,940.5,orders_2026_01.csv
ORD000346,2026-01-17 20:22:00,C0018,P021,ขอนแก่น,Smart Home,Web,PAY000346,Bank Transfer,PAID,4,24605.0,0.0,98420.0,orders_2026_01.csv
ORD000348,2026-01-08 09:01:00,C0079,P010,ภูเก็ต,Smart Home,Marketplace,PAY000348,Credit Card,PAID,4,891.0,0.0,3564.0,orders_2026_01.csv
ORD000349,2026-01-13 15:09:00,C0011,P027,ชลบุรี,Smartphone,Mobile App,PAY000349,Bank Transfer,PAID,4,23310.0,0.1,83916.0,orders_2026_01.csv
ORD000350,2026-01-11 09:57:00,C0155,P024,เชียงใหม่,Accessory,Mobile App,PAY000350,Credit Card,PAID,2,269.1,0.05,511.29,orders_2026_01.csv
ORD000351,2026-01-17 17:41:00,C0119,P030,ขอนแก่น,Smartphone,Marketplace,PAY000351,Credit Card,PAID,2,499.0,0.0,998.0,orders_2026_01.csv
