order_id,order_datetime,customer_id,product_id,quantity,unit_price,discount_pct,payment_method,sales_channel,updated_at,source_batch,reason_code
O001111,2026-04-08 03:19:00,C0137,P040,3.0,1472.44,120.0,PromptPay,Online,2026-04-11 23:59:00,3,INVALID_DISCOUNT_PCT
O001112,2026-06-10 12:16:00,C0096,P030,3.0,0.0,,Transfer,Marketplace,2026-06-13 23:59:00,3,INVALID_UNIT_PRICE;INVALID_DISCOUNT_PCT;INVALID_PAYMENT_METHOD
O001129,2026-04-09 09:58:00,C0141,P017,1.0,1281.37,5.0,Bank Transfer,Store,2026-04-12 23:59:00,3,INACTIVE_PRODUCT
O001130,2026-05-02 06:41:00,C0089,P001,,29.67,0.0,Credit Card,Store,2026-05-05 23:59:00,3,INVALID_QUANTITY
O001143,2026-05-02 04:03:00,C0103,P038,6.0,,0.0,Bank Transfer,Marketplace,2026-05-05 23:59:00,3,INVALID_UNIT_PRICE
O001157,2026-06-17 10:55:00,C0133,P041,-2.0,1291.92,5.0,Credit Card,Store,2026-06-20 23:59:00,3,INVALID_QUANTITY
O001162,2026-06-07 09:16:00,,P027,6.0,817.79,15.0,Cash,Store,2026-06-10 23:59:00,3,MISSING_CUSTOMER_ID
O001164,,C0107,P008,4.0,292.37,15.0,Bank Transfer,Store,2026-05-09 23:59:00,3,INVALID_ORDER_DATETIME
O001167,2026-04-22 02:27:00,C0176,P034,5.0,530.09,15.0,Bank Transfer,Marketplace,2026-04-25 23:59:00,3,INACTIVE_PRODUCT
O001172,2026-04-20 07:06:00,C0157,P034,5.0,530.09,15.0,Bank Transfer,Marketplace,2026-04-23 23:59:00,3,INACTIVE_PRODUCT
O001177,2026-04-04 04:07:00,C0129,P999,1.0,358.74,0.0,PromptPay,Marketplace,2026-04-07 23:59:00,3,UNKNOWN_PRODUCT_ID
O001179,,C0171,P031,1.0,599.9,15.0,Credit Card,Store,2026-05-07 23:59:00,3,INVALID_ORDER_DATETIME
O001184,2026-04-24 17:45:00,C0080,P017,3.0,1281.37,10.0,PromptPay,Marketplace,2026-04-27 23:59:00,3,INACTIVE_PRODUCT
O001192,2026-05-02 18:39:00,C9999,P045,2.0,1459.08,10.0,PromptPay,Store,2026-05-05 23:59:00,3,UNKNOWN_CUSTOMER_ID
O001201,2026-06-17 20:54:00,C0103,P034,3.0,530.09,0.0,PromptPay,Store,2026-06-20 23:59:00,3,INACTIVE_PRODUCT
O001212,2026-05-20 16:45:00,C0154,P004,5.0,1451.77,120.0,Bank Transfer,Marketplace,2026-05-23 23:59:00,3,INVALID_DISCOUNT_PCT
O001234,2026-05-02 13:34:00,C0051,P034,3.0,530.09,0.0,Cash,Store,2026-05-05 23:59:00,3,INACTIVE_PRODUCT
O001242,2026-04-07 18:17:00,C0020,P034,1.0,530.09,0.0,Bank Transfer,Marketplace,2026-04-10 23:59:00,3,INACTIVE_PRODUCT
O001243,2026-04-02 11:45:00,C0078,P015,,320.33,0.0,Credit Card,Store,2026-04-05 23:59:00,3,INVALID_QUANTITY
O001245,2026-04-17 23:42:00,,P023,3.0,784.71,10.0,Bank Transfer,Online,2026-04-20 23:59:00,3,MISSING_CUSTOMER_ID
O001246,2026-05-07 12:27:00,C0014,P024,-2.0,241.87,0.0,Bank Transfer,Store,2026-05-10 23:59:00,3,INVALID_QUANTITY
O001247,2026-06-14 17:08:00,C0061,P034,4.0,530.09,0.0,Credit Card,Store,2026-06-17 23:59:00,3,INACTIVE_PRODUCT
O001251,2026-05-28 02:21:00,C0059,P025,1.0,0.0,,Transfer,Store,2026-05-31 23:59:00,3,INVALID_UNIT_PRICE;INVALID_DISCOUNT_PCT;INVALID_PAYMENT_METHOD
